0	.13811695256878861	.04978902953586495	177.40438778646543	2.4917151271648876	.7741742772430316	221.85454882824524
.05	.1433820810136198	.04978902953586495	187.97926440871112	2.506167890527959	.7741742772430316	223.72141056570052
.1	.1488039951903224	.04978902953586495	198.86904118734262	2.342822336277644	.7741742772430316	202.6220846061741
.15	.17230961466034558	.04978902953586495	246.0794802923892	2.313300300114717	.7741742772430316	198.80872668009317
.2	.1967980053627431	.04978902953586495	295.2637904319504	2.27737195159476	.7741742772430316	194.16786614312156
.25	.24054599215297284	.04978902953586495	383.13050966317456	2.255337486626366	.7741742772430316	191.32167690432865
.3	.26638098871648785	.04978902953586495	435.0194434390479	2.2172412370699894	.7741742772430316	186.40078884640403
.35	.30609315680576044	.04978902953586495	514.7803234149599	2.1005338525503188	.7741742772430316	171.32570976533643
.4	.36032104696682876	.04978902953586495	623.6956621282922	2.1817134359170427	.7741742772430316	181.81166696554442
.45	.41226739016062	.04978902953586495	728.0285717632796	2.202741239056623	.7741742772430316	184.5278258147462
.5	.4651702043151058	.04978902953586495	834.282529005764	2.206259317619529	.7741742772430316	184.98225560740664
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
